<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.20	04:48:00	1.08387	1.08395	1.08387	1.08391	33	0	5
2023.01.20	04:49:00	1.08391	1.08393	1.08387	1.08392	33	0	5
2023.01.20	04:50:00	1.08394	1.08402	1.08386	1.08386	24	0	5
2023.01.20	04:51:00	1.08386	1.08399	1.08386	1.08398	54	0	5
2023.01.20	04:52:00	1.08398	1.08398	1.08392	1.08395	21	0	5
2023.01.20	04:53:00	1.08395	1.08396	1.08391	1.08393	23	0	5
2023.01.20	04:54:00	1.08393	1.08393	1.08377	1.08389	33	0	5
2023.01.20	04:55:00	1.08390	1.08393	1.08380	1.08380	24	0	5
2023.01.20	04:56:00	1.08380	1.08389	1.08379	1.08386	27	0	5
2023.01.20	04:57:00	1.08385	1.08386	1.08377	1.08380	28	0	5
2023.01.20	04:58:00	1.08380	1.08380	1.08366	1.08366	21	0	5
2023.01.20	04:59:00	1.08368	1.08379	1.08360	1.08361	37	0	5
2023.01.20	05:00:00	1.08362	1.08364	1.08350	1.08357	35	0	5
2023.01.20	05:01:00	1.08356	1.08356	1.08347	1.08351	27	0	5
2023.01.20	05:02:00	1.08352	1.08359	1.08347	1.08357	41	0	5
2023.01.20	05:03:00	1.08357	1.08364	1.08357	1.08363	33	0	5
2023.01.20	05:04:00	1.08363	1.08368	1.08361	1.08366	28	0	5
2023.01.20	05:05:00	1.08368	1.08368	1.08362	1.08363	29	0	5
2023.01.20	05:06:00	1.08363	1.08369	1.08363	1.08368	18	0	5
2023.01.20	05:07:00	1.08369	1.08381	1.08360	1.08361	29	0	5
2023.01.20	05:08:00	1.08361	1.08369	1.08360	1.08360	25	0	5
2023.01.20	05:09:00	1.08361	1.08366	1.08357	1.08357	35	0	5
2023.01.20	05:10:00	1.08357	1.08368	1.08357	1.08367	20	0	5
2023.01.20	05:11:00	1.08367	1.08370	1.08367	1.08368	18	0	5
2023.01.20	05:12:00	1.08369	1.08376	1.08369	1.08372	7	0	5
2023.01.20	05:13:00	1.08373	1.08373	1.08372	1.08373	3	0	5
2023.01.20	05:14:00	1.08373	1.08377	1.08362	1.08364	32	0	5
2023.01.20	05:15:00	1.08364	1.08368	1.08361	1.08361	18	0	5
2023.01.20	05:16:00	1.08361	1.08371	1.08361	1.08362	16	0	5
2023.01.20	05:17:00	1.08361	1.08363	1.08355	1.08357	7	0	5
2023.01.20	05:18:00	1.08357	1.08357	1.08350	1.08352	12	0	5
2023.01.20	05:19:00	1.08352	1.08362	1.08351	1.08352	22	0	5
2023.01.20	05:20:00	1.08352	1.08354	1.08337	1.08338	29	0	5
2023.01.20	05:21:00	1.08339	1.08341	1.08331	1.08337	25	0	5
2023.01.20	05:22:00	1.08335	1.08345	1.08335	1.08340	23	0	5
2023.01.20	05:23:00	1.08339	1.08346	1.08339	1.08345	11	0	5
2023.01.20	05:24:00	1.08347	1.08347	1.08344	1.08346	6	0	5
2023.01.20	05:25:00	1.08346	1.08356	1.08346	1.08354	13	0	5
2023.01.20	05:26:00	1.08355	1.08359	1.08347	1.08348	17	0	5
2023.01.20	05:27:00	1.08349	1.08358	1.08329	1.08345	44	0	5
2023.01.20	05:28:00	1.08345	1.08351	1.08339	1.08340	26	0	5
2023.01.20	05:29:00	1.08340	1.08340	1.08330	1.08331	36	0	5
2023.01.20	05:30:00	1.08331	1.08333	1.08328	1.08328	32	0	5
2023.01.20	05:31:00	1.08329	1.08331	1.08322	1.08331	24	0	5
2023.01.20	05:32:00	1.08331	1.08337	1.08331	1.08337	13	0	5
2023.01.20	05:33:00	1.08337	1.08344	1.08336	1.08337	13	0	5
2023.01.20	05:34:00	1.08334	1.08343	1.08333	1.08343	8	0	5
2023.01.20	05:35:00	1.08342	1.08347	1.08337	1.08337	24	0	5
2023.01.20	05:36:00	1.08338	1.08343	1.08338	1.08343	10	0	5
2023.01.20	05:37:00	1.08344	1.08346	1.08342	1.08346	11	0	5
2023.01.20	05:38:00	1.08347	1.08355	1.08346	1.08353	11	0	6
2023.01.20	05:39:00	1.08353	1.08354	1.08338	1.08345	21	0	5
2023.01.20	05:40:00	1.08345	1.08347	1.08343	1.08343	8	0	5
2023.01.20	05:41:00	1.08338	1.08343	1.08338	1.08342	4	0	5
2023.01.20	05:42:00	1.08342	1.08347	1.08342	1.08344	17	0	5
2023.01.20	05:43:00	1.08345	1.08352	1.08345	1.08349	14	0	5
2023.01.20	05:44:00	1.08348	1.08352	1.08347	1.08348	11	0	5
2023.01.20	05:45:00	1.08349	1.08352	1.08342	1.08345	20	0	5
2023.01.20	05:46:00	1.08345	1.08345	1.08342	1.08342	4	0	5
2023.01.20	05:47:00	1.08342	1.08344	1.08338	1.08344	13	0	5
2023.01.20	05:48:00	1.08342	1.08343	1.08337	1.08337	8	0	5
2023.01.20	05:49:00	1.08337	1.08337	1.08322	1.08323	23	0	5
2023.01.20	05:50:00	1.08321	1.08331	1.08321	1.08331	14	0	5
2023.01.20	05:51:00	1.08330	1.08336	1.08330	1.08333	15	0	5
2023.01.20	05:52:00	1.08332	1.08333	1.08330	1.08333	9	0	5
2023.01.20	05:53:00	1.08334	1.08337	1.08332	1.08332	16	0	5
2023.01.20	05:54:00	1.08332	1.08337	1.08331	1.08334	19	0	5
2023.01.20	05:55:00	1.08335	1.08342	1.08335	1.08337	10	0	5
2023.01.20	05:56:00	1.08338	1.08338	1.08334	1.08338	6	0	5
2023.01.20	05:57:00	1.08336	1.08337	1.08332	1.08332	14	0	5
2023.01.20	05:58:00	1.08333	1.08343	1.08333	1.08343	13	0	5
2023.01.20	05:59:00	1.08343	1.08343	1.08339	1.08340	8	0	5
2023.01.20	06:00:00	1.08341	1.08348	1.08328	1.08328	28	0	5
2023.01.20	06:01:00	1.08326	1.08327	1.08307	1.08313	39	0	5
2023.01.20	06:02:00	1.08312	1.08326	1.08312	1.08317	40	0	5
2023.01.20	06:03:00	1.08318	1.08320	1.08309	1.08309	30	0	5
2023.01.20	06:04:00	1.08307	1.08313	1.08299	1.08300	31	0	5
2023.01.20	06:05:00	1.08300	1.08302	1.08279	1.08282	55	0	5
2023.01.20	06:06:00	1.08283	1.08289	1.08279	1.08282	33	0	5
2023.01.20	06:07:00	1.08282	1.08287	1.08277	1.08286	27	0	5
2023.01.20	06:08:00	1.08286	1.08293	1.08286	1.08287	34	0	5
2023.01.20	06:09:00	1.08287	1.08289	1.08284	1.08287	21	0	5
2023.01.20	06:10:00	1.08287	1.08298	1.08281	1.08281	38	0	5
2023.01.20	06:11:00	1.08282	1.08290	1.08282	1.08288	51	0	5
2023.01.20	06:12:00	1.08288	1.08292	1.08286	1.08286	38	0	5
2023.01.20	06:13:00	1.08286	1.08287	1.08279	1.08287	21	0	5
2023.01.20	06:14:00	1.08288	1.08289	1.08286	1.08287	6	0	5
2023.01.20	06:15:00	1.08287	1.08297	1.08287	1.08293	32	0	5
2023.01.20	06:16:00	1.08294	1.08304	1.08292	1.08301	23	0	5
2023.01.20	06:17:00	1.08301	1.08308	1.08301	1.08305	25	0	5
2023.01.20	06:18:00	1.08305	1.08305	1.08286	1.08288	15	0	5
2023.01.20	06:19:00	1.08289	1.08305	1.08288	1.08301	59	0	5
2023.01.20	06:20:00	1.08300	1.08321	1.08299	1.08320	41	0	5
2023.01.20	06:21:00	1.08321	1.08324	1.08314	1.08320	29	0	5
2023.01.20	06:22:00	1.08322	1.08335	1.08315	1.08334	29	0	5
2023.01.20	06:23:00	1.08333	1.08333	1.08323	1.08324	18	0	5
2023.01.20	06:24:00	1.08328	1.08329	1.08322	1.08328	20	0	5
2023.01.20	06:25:00	1.08328	1.08329	1.08324	1.08324	17	0	5
2023.01.20	06:26:00	1.08325	1.08329	1.08323	1.08323	16	0	5
2023.01.20	06:27:00	1.08324	1.08335	1.08324	1.08331	11	0	5
2023.01.20	06:28:00	1.08330	1.08331	1.08321	1.08322	12	0	5
2023.01.20	06:29:00	1.08322	1.08322	1.08306	1.08310	19	0	5
2023.01.20	06:30:00	1.08309	1.08320	1.08292	1.08310	92	0	5
2023.01.20	06:31:00	1.08310	1.08317	1.08309	1.08314	29	0	5
2023.01.20	06:32:00	1.08313	1.08335	1.08312	1.08324	33	0	5
2023.01.20	06:33:00	1.08325	1.08325	1.08316	1.08316	21	0	5
2023.01.20	06:34:00	1.08316	1.08317	1.08307	1.08312	22	0	5
2023.01.20	06:35:00	1.08312	1.08321	1.08301	1.08320	30	0	5
2023.01.20	06:36:00	1.08320	1.08326	1.08319	1.08325	23	0	5
2023.01.20	06:37:00	1.08324	1.08324	1.08316	1.08318	16	0	5
2023.01.20	06:38:00	1.08318	1.08326	1.08317	1.08325	16	0	5
2023.01.20	06:39:00	1.08324	1.08324	1.08318	1.08319	10	0	5
2023.01.20	06:40:00	1.08319	1.08323	1.08319	1.08322	10	0	5
2023.01.20	06:41:00	1.08322	1.08325	1.08317	1.08319	22	0	5
2023.01.20	06:42:00	1.08319	1.08319	1.08317	1.08318	6	0	5
2023.01.20	06:43:00	1.08318	1.08321	1.08316	1.08317	7	0	5
2023.01.20	06:44:00	1.08316	1.08316	1.08305	1.08307	13	0	5
2023.01.20	06:45:00	1.08306	1.08321	1.08306	1.08316	23	0	5
2023.01.20	06:46:00	1.08318	1.08319	1.08307	1.08307	14	0	5
2023.01.20	06:47:00	1.08308	1.08312	1.08298	1.08298	29	0	5
2023.01.20	06:48:00	1.08297	1.08297	1.08292	1.08295	13	0	5
2023.01.20	06:49:00	1.08294	1.08304	1.08293	1.08304	12	0	5
2023.01.20	06:50:00	1.08303	1.08309	1.08302	1.08308	31	0	5
2023.01.20	06:51:00	1.08308	1.08308	1.08301	1.08302	11	0	5
2023.01.20	06:52:00	1.08302	1.08309	1.08302	1.08308	15	0	5
2023.01.20	06:53:00	1.08309	1.08318	1.08305	1.08316	36	0	5
2023.01.20	06:54:00	1.08316	1.08328	1.08313	1.08324	37	0	5
2023.01.20	06:55:00	1.08320	1.08320	1.08312	1.08312	28	0	5
2023.01.20	06:56:00	1.08312	1.08313	1.08301	1.08302	21	0	5
2023.01.20	06:57:00	1.08302	1.08314	1.08299	1.08311	35	0	5
2023.01.20	06:58:00	1.08310	1.08310	1.08300	1.08301	24	0	5
2023.01.20	06:59:00	1.08301	1.08301	1.08293	1.08294	21	0	5
2023.01.20	07:00:00	1.08292	1.08299	1.08286	1.08289	59	0	5
2023.01.20	07:01:00	1.08289	1.08292	1.08278	1.08285	45	0	5
2023.01.20	07:02:00	1.08285	1.08285	1.08279	1.08280	25	0	5
2023.01.20	07:03:00	1.08280	1.08284	1.08276	1.08283	19	0	5
2023.01.20	07:04:00	1.08283	1.08291	1.08283	1.08291	14	0	5
2023.01.20	07:05:00	1.08294	1.08294	1.08289	1.08292	25	0	5
2023.01.20	07:06:00	1.08293	1.08295	1.08292	1.08292	12	0	5
2023.01.20	07:07:00	1.08292	1.08302	1.08292	1.08301	16	0	5
2023.01.20	07:08:00	1.08302	1.08304	1.08292	1.08297	22	0	5
2023.01.20	07:09:00	1.08297	1.08297	1.08287	1.08287	47	0	5
2023.01.20	07:10:00	1.08287	1.08292	1.08283	1.08285	48	0	5
2023.01.20	07:11:00	1.08284	1.08289	1.08283	1.08288	29	0	5
2023.01.20	07:12:00	1.08289	1.08293	1.08287	1.08291	17	0	5
2023.01.20	07:13:00	1.08290	1.08292	1.08281	1.08281	19	0	5
2023.01.20	07:14:00	1.08281	1.08292	1.08281	1.08290	24	0	5
2023.01.20	07:15:00	1.08288	1.08293	1.08288	1.08292	31	0	5
2023.01.20	07:16:00	1.08292	1.08292	1.08290	1.08291	36	0	6
2023.01.20	07:17:00	1.08290	1.08291	1.08286	1.08291	26	0	5
2023.01.20	07:18:00	1.08291	1.08294	1.08290	1.08292	30	0	6
2023.01.20	07:19:00	1.08293	1.08295	1.08285	1.08286	43	0	5
2023.01.20	07:20:00	1.08286	1.08286	1.08270	1.08271	33	0	5
2023.01.20	07:21:00	1.08271	1.08274	1.08265	1.08265	20	0	5
2023.01.20	07:22:00	1.08266	1.08274	1.08266	1.08270	17	0	5
2023.01.20	07:23:00	1.08270	1.08270	1.08255	1.08259	39	0	5
2023.01.20	07:24:00	1.08259	1.08275	1.08248	1.08260	54	0	5
2023.01.20	07:25:00	1.08260	1.08273	1.08257	1.08273	36	0	5
2023.01.20	07:26:00	1.08273	1.08284	1.08273	1.08278	27	0	5
2023.01.20	07:27:00	1.08275	1.08276	1.08265	1.08276	39	0	5
2023.01.20	07:28:00	1.08278	1.08278	1.08262	1.08265	52	0	5
2023.01.20	07:29:00	1.08265	1.08267	1.08260	1.08260	31	0	5
2023.01.20	07:30:00	1.08261	1.08272	1.08260	1.08261	62	0	5
2023.01.20	07:31:00	1.08262	1.08283	1.08262	1.08273	65	0	5
2023.01.20	07:32:00	1.08272	1.08278	1.08270	1.08271	58	0	5
2023.01.20	07:33:00	1.08271	1.08278	1.08267	1.08276	32	0	5
2023.01.20	07:34:00	1.08277	1.08280	1.08274	1.08277	28	0	5
2023.01.20	07:35:00	1.08277	1.08282	1.08275	1.08276	31	0	5
2023.01.20	07:36:00	1.08275	1.08276	1.08271	1.08276	26	0	5
2023.01.20	07:37:00	1.08277	1.08288	1.08277	1.08287	29	0	5
2023.01.20	07:38:00	1.08287	1.08287	1.08279	1.08280	39	0	5
2023.01.20	07:39:00	1.08281	1.08284	1.08275	1.08277	26	0	5
2023.01.20	07:40:00	1.08280	1.08286	1.08275	1.08286	39	0	5
2023.01.20	07:41:00	1.08287	1.08293	1.08285	1.08289	36	0	5
2023.01.20	07:42:00	1.08289	1.08294	1.08288	1.08293	23	0	5
2023.01.20	07:43:00	1.08293	1.08315	1.08293	1.08314	30	0	5
2023.01.20	07:44:00	1.08311	1.08323	1.08310	1.08319	42	0	5
2023.01.20	07:45:00	1.08319	1.08319	1.08312	1.08315	31	0	5
2023.01.20	07:46:00	1.08315	1.08317	1.08310	1.08314	25	0	5
2023.01.20	07:47:00	1.08313	1.08317	1.08311	1.08314	21	0	5
2023.01.20	07:48:00	1.08315	1.08328	1.08315	1.08316	40	0	5
2023.01.20	07:49:00	1.08317	1.08323	1.08313	1.08315	30	0	5
2023.01.20	07:50:00	1.08316	1.08323	1.08316	1.08321	30	0	5
2023.01.20	07:51:00	1.08320	1.08329	1.08319	1.08326	24	0	5
2023.01.20	07:52:00	1.08326	1.08334	1.08326	1.08329	30	0	5
2023.01.20	07:53:00	1.08329	1.08333	1.08321	1.08328	30	0	5
2023.01.20	07:54:00	1.08327	1.08334	1.08324	1.08327	28	0	5
2023.01.20	07:55:00	1.08327	1.08341	1.08327	1.08341	12	0	5
2023.01.20	07:56:00	1.08342	1.08349	1.08333	1.08333	30	0	5
2023.01.20	07:57:00	1.08331	1.08345	1.08331	1.08344	31	0	5
2023.01.20	07:58:00	1.08343	1.08353	1.08342	1.08351	33	0	5
2023.01.20	07:59:00	1.08352	1.08352	1.08342	1.08349	30	0	5
2023.01.20	08:00:00	1.08350	1.08351	1.08339	1.08345	56	0	5
2023.01.20	08:01:00	1.08345	1.08353	1.08344	1.08352	24	0	5
2023.01.20	08:02:00	1.08351	1.08353	1.08350	1.08350	14	0	5
2023.01.20	08:03:00	1.08351	1.08357	1.08351	1.08355	42	0	5
2023.01.20	08:04:00	1.08356	1.08359	1.08352	1.08356	52	0	5
2023.01.20	08:05:00	1.08357	1.08364	1.08351	1.08351	65	0	5
2023.01.20	08:06:00	1.08352	1.08357	1.08345	1.08345	31	0	5
2023.01.20	08:07:00	1.08345	1.08356	1.08345	1.08352	38	0	5
2023.01.20	08:08:00	1.08352	1.08352	1.08341	1.08344	32	0	5
2023.01.20	08:09:00	1.08345	1.08348	1.08342	1.08348	22	0	5
2023.01.20	08:10:00	1.08348	1.08348	1.08342	1.08343	28	0	5
2023.01.20	08:11:00	1.08342	1.08345	1.08336	1.08344	21	0	5
2023.01.20	08:12:00	1.08344	1.08345	1.08336	1.08337	23	0	5
2023.01.20	08:13:00	1.08336	1.08337	1.08321	1.08321	28	0	5
2023.01.20	08:14:00	1.08321	1.08326	1.08320	1.08322	15	0	5
2023.01.20	08:15:00	1.08322	1.08333	1.08313	1.08314	30	0	5
2023.01.20	08:16:00	1.08314	1.08315	1.08309	1.08313	23	0	5
2023.01.20	08:17:00	1.08317	1.08331	1.08314	1.08331	22	0	5
2023.01.20	08:18:00	1.08331	1.08341	1.08329	1.08332	31	0	5
2023.01.20	08:19:00	1.08333	1.08339	1.08333	1.08336	24	0	5
2023.01.20	08:20:00	1.08337	1.08337	1.08321	1.08323	22	0	5
2023.01.20	08:21:00	1.08321	1.08329	1.08321	1.08329	33	0	5
2023.01.20	08:22:00	1.08329	1.08336	1.08324	1.08334	43	0	5
2023.01.20	08:23:00	1.08334	1.08334	1.08321	1.08327	57	0	5
2023.01.20	08:24:00	1.08327	1.08332	1.08322	1.08331	34	0	5
2023.01.20	08:25:00	1.08331	1.08331	1.08326	1.08327	20	0	5
2023.01.20	08:26:00	1.08328	1.08335	1.08327	1.08331	21	0	5
2023.01.20	08:27:00	1.08330	1.08332	1.08323	1.08325	31	0	5
2023.01.20	08:28:00	1.08327	1.08330	1.08315	1.08319	25	0	5
2023.01.20	08:29:00	1.08319	1.08319	1.08312	1.08318	13	0	5
2023.01.20	08:30:00	1.08318	1.08329	1.08316	1.08323	25	0	5
2023.01.20	08:31:00	1.08323	1.08323	1.08311	1.08312	18	0	5
2023.01.20	08:32:00	1.08311	1.08325	1.08310	1.08318	26	0	5
2023.01.20	08:33:00	1.08317	1.08322	1.08317	1.08318	15	0	5
2023.01.20	08:34:00	1.08316	1.08323	1.08316	1.08322	18	0	5
2023.01.20	08:35:00	1.08322	1.08328	1.08322	1.08328	12	0	5
2023.01.20	08:36:00	1.08329	1.08334	1.08321	1.08321	23	0	5
2023.01.20	08:37:00	1.08321	1.08321	1.08305	1.08308	24	0	5
2023.01.20	08:38:00	1.08308	1.08308	1.08295	1.08299	28	0	5
2023.01.20	08:39:00	1.08299	1.08304	1.08295	1.08297	20	0	5
2023.01.20	08:40:00	1.08297	1.08308	1.08296	1.08301	31	0	5
2023.01.20	08:41:00	1.08301	1.08307	1.08290	1.08300	30	0	5
2023.01.20	08:42:00	1.08300	1.08301	1.08280	1.08281	37	0	5
2023.01.20	08:43:00	1.08276	1.08280	1.08267	1.08274	38	0	5
2023.01.20	08:44:00	1.08273	1.08283	1.08268	1.08282	44	0	5
2023.01.20	08:45:00	1.08281	1.08288	1.08277	1.08287	44	0	5
2023.01.20	08:46:00	1.08288	1.08288	1.08281	1.08282	29	0	5
2023.01.20	08:47:00	1.08281	1.08283	1.08276	1.08280	44	0	5
2023.01.20	08:48:00	1.08281	1.08281	1.08246	1.08246	44	0	5
2023.01.20	08:49:00	1.08246	1.08257	1.08236	1.08245	75	0	5
2023.01.20	08:50:00	1.08245	1.08269	1.08245	1.08261	48	0	5
2023.01.20	08:51:00	1.08260	1.08279	1.08260	1.08277	25	0	5
2023.01.20	08:52:00	1.08275	1.08288	1.08272	1.08288	24	0	5
2023.01.20	08:53:00	1.08288	1.08307	1.08288	1.08303	32	0	5
2023.01.20	08:54:00	1.08302	1.08302	1.08272	1.08274	40	0	5
2023.01.20	08:55:00	1.08273	1.08273	1.08258	1.08262	37	0	5
2023.01.20	08:56:00	1.08263	1.08269	1.08257	1.08269	34	0	5
2023.01.20	08:57:00	1.08268	1.08268	1.08257	1.08259	29	0	5
2023.01.20	08:58:00	1.08259	1.08259	1.08242	1.08246	57	0	5
2023.01.20	08:59:00	1.08247	1.08251	1.08238	1.08243	52	0	5
2023.01.20	09:00:00	1.08242	1.08270	1.08206	1.08253	139	0	5
2023.01.20	09:01:00	1.08254	1.08278	1.08252	1.08269	85	0	5
2023.01.20	09:02:00	1.08269	1.08300	1.08265	1.08295	77	0	5
2023.01.20	09:03:00	1.08296	1.08306	1.08270	1.08306	79	0	5
2023.01.20	09:04:00	1.08305	1.08320	1.08305	1.08319	61	0	5
2023.01.20	09:05:00	1.08319	1.08327	1.08312	1.08327	53	0	5
2023.01.20	09:06:00	1.08326	1.08331	1.08320	1.08328	56	0	5
2023.01.20	09:07:00	1.08328	1.08359	1.08325	1.08345	58	0	5
2023.01.20	09:08:00	1.08346	1.08349	1.08330	1.08339	50	0	5
2023.01.20	09:09:00	1.08338	1.08354	1.08313	1.08317	57	0	5
2023.01.20	09:10:00	1.08315	1.08340	1.08315	1.08336	58	0	5
2023.01.20	09:11:00	1.08336	1.08339	1.08313	1.08328	63	0	5
2023.01.20	09:12:00	1.08328	1.08337	1.08322	1.08328	71	0	5
2023.01.20	09:13:00	1.08330	1.08334	1.08319	1.08329	53	0	5
2023.01.20	09:14:00	1.08328	1.08335	1.08328	1.08335	21	0	5
2023.01.20	09:15:00	1.08339	1.08369	1.08332	1.08369	74	0	5
2023.01.20	09:16:00	1.08368	1.08390	1.08359	1.08381	55	0	5
2023.01.20	09:17:00	1.08382	1.08389	1.08370	1.08373	135	0	5
2023.01.20	09:18:00	1.08374	1.08384	1.08363	1.08367	95	0	5
2023.01.20	09:19:00	1.08363	1.08377	1.08363	1.08366	55	0	5
2023.01.20	09:20:00	1.08368	1.08379	1.08367	1.08375	52	0	5
2023.01.20	09:21:00	1.08375	1.08396	1.08372	1.08395	58	0	5
2023.01.20	09:22:00	1.08393	1.08454	1.08392	1.08447	139	0	5
2023.01.20	09:23:00	1.08448	1.08464	1.08432	1.08433	95	0	5
2023.01.20	09:24:00	1.08429	1.08430	1.08414	1.08415	68	0	5
2023.01.20	09:25:00	1.08415	1.08416	1.08395	1.08403	75	0	5
2023.01.20	09:26:00	1.08402	1.08414	1.08395	1.08408	66	0	5
2023.01.20	09:27:00	1.08407	1.08428	1.08402	1.08412	67	0	5
2023.01.20	09:28:00	1.08410	1.08410	1.08392	1.08397	83	0	5
2023.01.20	09:29:00	1.08396	1.08399	1.08381	1.08393	79	0	5
2023.01.20	09:30:00	1.08394	1.08399	1.08386	1.08387	59	0	5
2023.01.20	09:31:00	1.08386	1.08424	1.08384	1.08415	121	0	5
2023.01.20	09:32:00	1.08415	1.08415	1.08392	1.08396	104	0	5
2023.01.20	09:33:00	1.08395	1.08405	1.08384	1.08403	60	0	5
2023.01.20	09:34:00	1.08404	1.08407	1.08381	1.08385	57	0	5
2023.01.20	09:35:00	1.08384	1.08401	1.08383	1.08393	45	0	5
2023.01.20	09:36:00	1.08393	1.08404	1.08380	1.08404	41	0	5
2023.01.20	09:37:00	1.08403	1.08404	1.08349	1.08360	63	0	5
2023.01.20	09:38:00	1.08362	1.08368	1.08356	1.08367	55	0	5
2023.01.20	09:39:00	1.08368	1.08379	1.08360	1.08379	77	0	5
2023.01.20	09:40:00	1.08379	1.08385	1.08370	1.08383	57	0	5
2023.01.20	09:41:00	1.08382	1.08388	1.08373	1.08375	53	0	5
2023.01.20	09:42:00	1.08374	1.08395	1.08368	1.08394	81	0	5
2023.01.20	09:43:00	1.08391	1.08406	1.08389	1.08405	79	0	5
2023.01.20	09:44:00	1.08404	1.08405	1.08390	1.08402	48	0	5
2023.01.20	09:45:00	1.08402	1.08404	1.08398	1.08400	42	0	5
2023.01.20	09:46:00	1.08401	1.08420	1.08397	1.08420	34	0	5
2023.01.20	09:47:00	1.08419	1.08432	1.08410	1.08422	53	0	5
2023.01.20	09:48:00	1.08422	1.08439	1.08411	1.08432	59	0	5
2023.01.20	09:49:00	1.08432	1.08444	1.08421	1.08437	67	0	5
2023.01.20	09:50:00	1.08436	1.08452	1.08426	1.08431	72	0	5
2023.01.20	09:51:00	1.08431	1.08436	1.08421	1.08426	67	0	5
2023.01.20	09:52:00	1.08426	1.08431	1.08421	1.08423	40	0	5
2023.01.20	09:53:00	1.08425	1.08425	1.08397	1.08408	57	0	5
2023.01.20	09:54:00	1.08407	1.08425	1.08407	1.08420	64	0	5
2023.01.20	09:55:00	1.08421	1.08426	1.08413	1.08413	44	0	5
2023.01.20	09:56:00	1.08409	1.08428	1.08407	1.08427	69	0	5
2023.01.20	09:57:00	1.08427	1.08443	1.08410	1.08411	70	0	5
2023.01.20	09:58:00	1.08411	1.08413	1.08401	1.08410	65	0	5
2023.01.20	09:59:00	1.08410	1.08410	1.08389	1.08398	68	0	5
2023.01.20	10:00:00	1.08398	1.08438	1.08384	1.08385	133	0	5
2023.01.20	10:01:00	1.08385	1.08404	1.08381	1.08394	96	0	5
2023.01.20	10:02:00	1.08392	1.08418	1.08382	1.08418	78	0	5
2023.01.20	10:03:00	1.08422	1.08456	1.08422	1.08445	97	0	5
2023.01.20	10:04:00	1.08445	1.08447	1.08433	1.08447	69	0	5
2023.01.20	10:05:00	1.08446	1.08457	1.08446	1.08449	53	0	5
2023.01.20	10:06:00	1.08449	1.08468	1.08448	1.08466	65	0	5
2023.01.20	10:07:00	1.08467	1.08477	1.08461	1.08462	75	0	5
2023.01.20	10:08:00	1.08462	1.08558	1.08457	1.08547	121	0	5
2023.01.20	10:09:00	1.08553	1.08579	1.08524	1.08540	178	0	5
2023.01.20	10:10:00	1.08540	1.08587	1.08532	1.08557	144	0	5
2023.01.20	10:11:00	1.08554	1.08558	1.08532	1.08543	105	0	5
2023.01.20	10:12:00	1.08541	1.08559	1.08537	1.08542	80	0	5
2023.01.20	10:13:00	1.08539	1.08547	1.08529	1.08536	61	0	5
2023.01.20	10:14:00	1.08537	1.08547	1.08534	1.08534	64	0	5
2023.01.20	10:15:00	1.08531	1.08543	1.08523	1.08542	70	0	5
2023.01.20	10:16:00	1.08545	1.08545	1.08491	1.08502	100	0	5
2023.01.20	10:17:00	1.08501	1.08511	1.08486	1.08486	69	0	5
2023.01.20	10:18:00	1.08487	1.08495	1.08473	1.08490	59	0	5
2023.01.20	10:19:00	1.08490	1.08503	1.08484	1.08492	81	0	5
2023.01.20	10:20:00	1.08495	1.08500	1.08481	1.08492	59	0	5
2023.01.20	10:21:00	1.08496	1.08533	1.08496	1.08532	46	0	5
2023.01.20	10:22:00	1.08531	1.08531	1.08516	1.08522	68	0	5
2023.01.20	10:23:00	1.08521	1.08532	1.08469	1.08471	103	0	5
2023.01.20	10:24:00	1.08471	1.08482	1.08441	1.08447	95	0	5
2023.01.20	10:25:00	1.08447	1.08458	1.08442	1.08448	73	0	5
2023.01.20	10:26:00	1.08448	1.08474	1.08448	1.08471	67	0	5
2023.01.20	10:27:00	1.08472	1.08498	1.08468	1.08481	80	0	5
2023.01.20	10:28:00	1.08481	1.08486	1.08459	1.08468	74	0	5
2023.01.20	10:29:00	1.08468	1.08472	1.08439	1.08442	98	0	5
2023.01.20	10:30:00	1.08441	1.08441	1.08416	1.08427	106	0	5
2023.01.20	10:31:00	1.08427	1.08432	1.08413	1.08423	50	0	5
2023.01.20	10:32:00	1.08423	1.08451	1.08422	1.08449	75	0	5
2023.01.20	10:33:00	1.08449	1.08449	1.08423	1.08423	45	0	5
2023.01.20	10:34:00	1.08424	1.08436	1.08415	1.08427	63	0	5
2023.01.20	10:35:00	1.08427	1.08428	1.08412	1.08418	44	0	5
2023.01.20	10:36:00	1.08418	1.08421	1.08407	1.08419	58	0	5
2023.01.20	10:37:00	1.08419	1.08444	1.08415	1.08444	75	0	5
2023.01.20	10:38:00	1.08444	1.08463	1.08443	1.08458	49	0	5
2023.01.20	10:39:00	1.08456	1.08458	1.08442	1.08453	47	0	5
2023.01.20	10:40:00	1.08453	1.08453	1.08441	1.08441	30	0	5
2023.01.20	10:41:00	1.08440	1.08458	1.08439	1.08455	59	0	5
2023.01.20	10:42:00	1.08454	1.08489	1.08454	1.08489	57	0	5
2023.01.20	10:43:00	1.08488	1.08490	1.08482	1.08487	37	0	5
2023.01.20	10:44:00	1.08487	1.08498	1.08481	1.08485	67	0	5
